timestamp,open,high,low,close,volume,regime_name,fragment_id
2024-08-04 20:46:00+00:00,58972.21,59137.51,58972.2,59048.01,16.70596,HighVol_DownTrend,210
2024-08-04 20:47:00+00:00,59048.0,59048.03,59001.0,59002.0,19.83528,HighVol_DownTrend,210
2024-08-04 20:48:00+00:00,59002.01,59002.01,58936.3,58980.0,11.94604,HighVol_DownTrend,210
2024-08-04 20:49:00+00:00,58980.0,59085.74,58980.0,59084.0,12.5533,HighVol_DownTrend,210
2024-08-04 20:50:00+00:00,59084.01,59084.01,59013.08,59062.01,20.62986,HighVol_DownTrend,210
2024-08-04 20:51:00+00:00,59062.0,59075.83,59038.99,59043.39,6.94688,HighVol_DownTrend,210
2024-08-04 20:52:00+00:00,59043.39,59104.5,59038.99,59096.01,16.49058,HighVol_DownTrend,210
2024-08-04 20:53:00+00:00,59096.0,59096.01,59040.72,59042.0,6.57189,HighVol_DownTrend,210
2024-08-04 20:54:00+00:00,59041.99,59055.99,58972.79,59020.0,8.17031,HighVol_DownTrend,210
2024-08-04 20:55:00+00:00,59020.0,59033.94,58980.34,59018.0,8.12104,HighVol_DownTrend,210
2024-08-04 20:56:00+00:00,59018.01,59087.59,59006.0,59087.59,19.10683,HighVol_DownTrend,210
2024-08-04 20:57:00+00:00,59087.59,59087.59,59056.0,59070.0,7.03708,HighVol_DownTrend,210
2024-08-04 20:58:00+00:00,59070.0,59216.0,59069.99,59184.0,19.63224,HighVol_DownTrend,210
2024-08-04 20:59:00+00:00,59184.01,59192.0,59124.0,59158.0,27.17525,HighVol_DownTrend,210
2024-08-04 21:00:00+00:00,59158.01,59163.52,59110.0,59126.01,25.28558,HighVol_DownTrend,210
2024-08-04 21:01:00+00:00,59126.01,59136.0,59108.0,59120.02,31.62388,HighVol_DownTrend,210
2024-08-04 21:02:00+00:00,59120.02,59134.45,59090.0,59090.01,30.89311,HighVol_DownTrend,210
2024-08-04 21:03:00+00:00,59090.01,59101.83,59020.0,59020.0,32.23504,HighVol_DownTrend,210
2024-08-04 21:04:00+00:00,59020.0,59044.03,59006.29,59025.99,17.6967,HighVol_DownTrend,210
2024-08-04 21:05:00+00:00,59025.99,59046.0,59014.0,59028.0,13.56105,HighVol_DownTrend,210
2024-08-04 21:06:00+00:00,59027.99,59072.0,59027.99,59031.08,12.98761,HighVol_DownTrend,210
2024-08-04 21:07:00+00:00,59031.08,59031.08,58940.01,58960.68,25.72581,HighVol_DownTrend,210
2024-08-04 21:08:00+00:00,58960.68,59034.0,58960.68,59016.7,21.38857,HighVol_DownTrend,210
2024-08-04 21:09:00+00:00,59016.69,59042.55,59000.09,59000.09,18.78705,HighVol_DownTrend,210
2024-08-04 21:10:00+00:00,59000.1,59000.1,58927.18,58959.99,12.7124,HighVol_DownTrend,210
2024-08-04 21:11:00+00:00,58960.0,58981.83,58909.29,58958.0,50.81507,HighVol_DownTrend,210
2024-08-04 21:12:00+00:00,58958.0,58976.0,58896.6,58918.01,51.80624,HighVol_DownTrend,210
2024-08-04 21:13:00+00:00,58918.02,58990.0,58911.5,58975.06,7.21365,HighVol_DownTrend,210
2024-08-04 21:14:00+00:00,58975.06,58979.15,58913.67,58925.42,39.88844,HighVol_DownTrend,210
2024-08-04 21:15:00+00:00,58925.42,58952.0,58925.41,58943.59,8.56134,HighVol_DownTrend,210
2024-08-04 21:16:00+00:00,58943.59,59028.01,58910.0,59026.01,19.90594,HighVol_DownTrend,210
2024-08-04 21:17:00+00:00,59026.0,59028.01,58936.0,58946.35,8.08815,HighVol_DownTrend,210
2024-08-04 21:18:00+00:00,58946.35,58946.35,58880.01,58888.0,8.66261,HighVol_DownTrend,210
2024-08-04 21:19:00+00:00,58888.0,58915.62,58882.0,58915.12,6.38735,HighVol_DownTrend,210
2024-08-04 21:20:00+00:00,58915.12,58915.12,58904.6,58904.6,5.00446,HighVol_DownTrend,210
2024-08-04 21:21:00+00:00,58904.61,58904.61,58650.2,58678.17,73.34593,HighVol_DownTrend,210
2024-08-04 21:22:00+00:00,58678.3,58764.0,58617.42,58654.01,72.04561,HighVol_DownTrend,210
2024-08-04 21:23:00+00:00,58654.01,58688.0,58654.0,58688.0,6.52007,HighVol_DownTrend,210
2024-08-04 21:24:00+00:00,58688.0,58776.97,58687.99,58776.96,21.64537,HighVol_DownTrend,210
2024-08-04 21:25:00+00:00,58776.97,58790.0,58659.18,58680.0,32.95521,HighVol_DownTrend,210
2024-08-04 21:26:00+00:00,58680.0,58698.29,58678.45,58698.29,7.39966,HighVol_DownTrend,210
2024-08-04 21:27:00+00:00,58698.29,58698.29,58630.04,58630.04,10.23423,HighVol_DownTrend,210
2024-08-04 21:28:00+00:00,58630.05,58644.0,58469.24,58531.99,63.67507,HighVol_DownTrend,210
2024-08-04 21:29:00+00:00,58531.99,58599.99,58516.11,58586.01,9.93757,HighVol_DownTrend,210
