timestamp,open,high,low,close,volume,regime_name
2024-06-07 06:47:00+00:00,71211.86,71222.8,71211.86,71222.79,6.20275,HighVol_DownTrend
2024-06-07 06:48:00+00:00,71222.79,71243.71,71222.79,71227.13,9.0313,HighVol_DownTrend
2024-06-07 06:49:00+00:00,71227.14,71227.14,71227.13,71227.14,2.4773,HighVol_DownTrend
2024-06-07 06:50:00+00:00,71227.14,71249.37,71227.13,71249.37,9.06101,HighVol_DownTrend
2024-06-07 06:51:00+00:00,71249.36,71280.19,71248.3,71280.01,56.20861,HighVol_DownTrend
2024-06-07 06:52:00+00:00,71280.0,71299.99,71280.0,71299.99,8.97002,HighVol_DownTrend
2024-06-07 06:53:00+00:00,71299.98,71310.7,71299.98,71310.69,7.10039,HighVol_DownTrend
2024-06-07 06:54:00+00:00,71310.69,71313.79,71272.44,71272.44,31.86772,HighVol_DownTrend
2024-06-07 06:55:00+00:00,71272.45,71272.45,71260.0,71260.01,5.25587,HighVol_DownTrend
2024-06-07 06:56:00+00:00,71260.01,71283.99,71260.0,71279.9,14.45877,HighVol_DownTrend
2024-06-07 06:57:00+00:00,71279.9,71280.87,71250.0,71250.01,7.48034,HighVol_DownTrend
2024-06-07 06:58:00+00:00,71250.01,71261.2,71243.74,71261.19,13.34298,HighVol_DownTrend
2024-06-07 06:59:00+00:00,71261.19,71265.71,71261.19,71265.7,3.03645,HighVol_DownTrend
2024-06-07 07:00:00+00:00,71265.7,71265.71,71249.13,71249.13,6.02153,HighVol_DownTrend
2024-06-07 07:01:00+00:00,71249.13,71249.14,71224.27,71228.53,10.8408,HighVol_DownTrend
2024-06-07 07:02:00+00:00,71228.54,71260.01,71228.53,71241.34,14.54897,HighVol_DownTrend
2024-06-07 07:03:00+00:00,71241.35,71256.32,71241.34,71253.46,17.22244,HighVol_DownTrend
2024-06-07 07:04:00+00:00,71253.45,71253.46,71208.5,71211.59,15.41437,HighVol_DownTrend
2024-06-07 07:05:00+00:00,71211.6,71219.33,71211.6,71216.11,6.48833,HighVol_DownTrend
2024-06-07 07:06:00+00:00,71216.12,71216.12,71180.59,71180.59,15.69859,HighVol_DownTrend
2024-06-07 07:07:00+00:00,71180.59,71187.33,71170.0,71187.32,16.94148,HighVol_DownTrend
2024-06-07 07:08:00+00:00,71187.32,71196.0,71180.0,71180.0,10.47444,HighVol_DownTrend
2024-06-07 07:09:00+00:00,71180.01,71184.01,71180.0,71184.0,4.73049,HighVol_DownTrend
2024-06-07 07:10:00+00:00,71184.01,71184.01,71184.0,71184.0,6.03217,HighVol_DownTrend
2024-06-07 07:11:00+00:00,71184.01,71207.62,71184.0,71190.0,33.87445,HighVol_DownTrend
2024-06-07 07:12:00+00:00,71190.01,71190.01,71190.0,71190.0,4.06187,HighVol_DownTrend
2024-06-07 07:13:00+00:00,71190.0,71190.01,71190.0,71190.0,2.04728,HighVol_DownTrend
2024-06-07 07:14:00+00:00,71190.01,71206.4,71190.0,71204.26,18.38984,HighVol_DownTrend
2024-06-07 07:15:00+00:00,71204.26,71208.48,71180.0,71208.47,26.13648,HighVol_DownTrend
2024-06-07 07:16:00+00:00,71208.47,71257.54,71208.47,71257.53,15.17275,HighVol_DownTrend
2024-06-07 07:17:00+00:00,71257.54,71304.89,71257.53,71296.0,24.84894,HighVol_DownTrend
2024-06-07 07:18:00+00:00,71296.0,71310.8,71283.6,71285.08,9.19678,HighVol_DownTrend
2024-06-07 07:19:00+00:00,71285.09,71303.9,71276.0,71276.0,17.80059,HighVol_DownTrend
2024-06-07 07:20:00+00:00,71276.01,71284.39,71276.0,71284.38,4.88998,HighVol_DownTrend
2024-06-07 07:21:00+00:00,71284.39,71284.39,71246.0,71246.0,12.17003,HighVol_DownTrend
2024-06-07 07:22:00+00:00,71246.0,71246.0,71229.63,71243.88,9.71441,HighVol_DownTrend
2024-06-07 07:23:00+00:00,71243.87,71268.84,71243.87,71268.83,11.52476,HighVol_DownTrend
2024-06-07 07:24:00+00:00,71268.83,71268.84,71267.28,71267.28,4.77328,HighVol_DownTrend
2024-06-07 07:25:00+00:00,71267.28,71267.29,71261.95,71261.95,4.29136,HighVol_DownTrend
2024-06-07 07:26:00+00:00,71261.95,71261.96,71245.17,71245.17,12.09427,HighVol_DownTrend
2024-06-07 07:27:00+00:00,71245.17,71245.18,71243.87,71243.87,1.88878,HighVol_DownTrend
2024-06-07 07:28:00+00:00,71243.87,71251.0,71243.87,71251.0,6.69845,HighVol_DownTrend
2024-06-07 07:29:00+00:00,71251.0,71273.29,71250.99,71270.62,15.18253,HighVol_DownTrend
2024-06-07 07:30:00+00:00,71270.62,71273.06,71229.22,71229.22,13.1085,HighVol_DownTrend
2024-06-07 07:31:00+00:00,71229.22,71229.23,71218.01,71218.01,2.90577,HighVol_DownTrend
2024-06-07 07:32:00+00:00,71218.01,71230.79,71218.01,71229.46,16.98775,HighVol_DownTrend
2024-06-07 07:33:00+00:00,71229.47,71229.47,71210.92,71210.92,11.7694,HighVol_DownTrend
2024-06-07 07:34:00+00:00,71210.92,71210.93,71169.0,71169.0,26.62184,HighVol_DownTrend
2024-06-07 07:35:00+00:00,71169.0,71169.0,71162.95,71162.95,11.28254,HighVol_DownTrend
2024-06-07 07:36:00+00:00,71162.95,71180.0,71162.95,71173.22,19.53211,HighVol_DownTrend
2024-06-07 07:37:00+00:00,71173.22,71173.22,71132.0,71132.0,18.84971,HighVol_DownTrend
2024-06-07 07:38:00+00:00,71132.0,71150.0,71124.3,71124.3,19.27957,HighVol_DownTrend
2024-06-07 07:39:00+00:00,71124.3,71150.0,71118.8,71133.82,30.47902,HighVol_DownTrend
2024-06-07 07:40:00+00:00,71133.82,71133.83,71125.03,71125.67,13.32927,HighVol_DownTrend
2024-06-07 07:41:00+00:00,71125.67,71125.68,71111.91,71111.91,13.5371,HighVol_DownTrend
2024-06-07 07:42:00+00:00,71111.91,71124.0,71108.83,71120.0,16.00065,HighVol_DownTrend
2024-06-07 07:43:00+00:00,71120.0,71123.77,71104.05,71104.05,20.72117,HighVol_DownTrend
2024-06-07 07:44:00+00:00,71104.06,71119.22,71094.94,71119.21,14.34467,HighVol_DownTrend
2024-06-07 07:45:00+00:00,71119.22,71125.4,71101.95,71125.39,36.82766,HighVol_DownTrend
2024-06-07 07:46:00+00:00,71125.39,71125.4,71092.0,71092.0,38.38789,HighVol_DownTrend
2024-06-07 07:47:00+00:00,71092.01,71105.31,71092.0,71096.84,13.44026,HighVol_DownTrend
2024-06-07 07:48:00+00:00,71096.85,71104.4,71087.06,71104.39,15.05458,HighVol_DownTrend
2024-06-07 07:49:00+00:00,71104.39,71107.43,71093.0,71093.0,13.61381,HighVol_DownTrend
2024-06-07 07:50:00+00:00,71093.01,71097.09,71093.0,71093.0,9.5217,HighVol_DownTrend
2024-06-07 07:51:00+00:00,71093.0,71093.01,71078.2,71078.21,11.28003,HighVol_DownTrend
2024-06-07 07:52:00+00:00,71078.21,71082.36,71078.2,71082.36,11.26035,HighVol_DownTrend
2024-06-07 07:53:00+00:00,71082.35,71082.36,71082.35,71082.36,12.27664,HighVol_DownTrend
